Grundstueck in qm;Grundstuecksform;Steigung;Bezirk;Zone;Lage;Typ;Zustand;Gebaut;Renoviert;Zustand Fassade;Kellerflaeche in qm;Heizung;Heizungsqualitaet;Klimaanlage;Erster Stock in qm;Zweiter Stock in qm;Wohnflaeche in qm;Schlafzimmer;Kuechen;Kuechenqualitaet;Raeume;Garage Typ;Garagenkapazitaet;Pool;Verkaufsmonat;Verkaufsjahr;Preis
2432;IR1;Nein;Tricorner;RL;Norm;1Fam;5;2119;2120;3;112;GasA;Ex;Y;115;119;234;4;1;4;9;Anbau;2;NA;4;2136;335000
212;Reg;Nein;Robinson Park;RL;Norm;RMH;5;2108;2108;3;79;GasA;Ud;Y;79;56;135;3;1;3;7;Anbau;2;NA;7;2140;146000
888;IR1;Nein;Grand Park;RL;Norm;2Fam;6;2109;2109;3;0;GasA;Ty;Y;102;105;207;5;2;3;11;Anbau;2;NA;2;2137;141000
942;Reg;Nein;North West;RL;Norm;1Fam;5;2106;2106;3;77;GasA;Ty;Y;77;77;155;4;1;3;8;Anbau;2;NA;3;2136;162900
793;Reg;Ja;Water District;RM;Norm;1Fam;4;2055;2080;3;40;GasA;Ty;N;62;0;62;2;1;3;4;NA;0;NA;6;2136;72000
942;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2134;2134;3;89;GasA;Ex;Y;89;105;194;4;1;4;8;Eingebaut;2;NA;1;2140;233000
999;IR1;Nein;Somerset;RL;Bahn;1Fam;5;2104;2104;3;96;GasA;Ty;Y;96;0;96;2;1;3;5;Anbau;2;NA;8;2137;129000
957;IR1;Nein;North West;RL;Pos;1Fam;7;2106;2106;4;72;GasA;Ex;Y;101;72;174;4;1;4;9;Anbau;2;NA;10;2139;197500
942;Reg;Nein;North West;RL;Bahn;1Fam;5;2128;2129;3;153;GasA;Ex;Y;156;0;156;3;1;4;7;Anbau;2;NA;6;2139;213250
732;Reg;Nein;Miller;RL;Norm;1Fam;5;2133;2133;3;73;GasA;Ex;Y;75;65;140;3;1;4;8;Anbau;2;NA;7;2136;180000
948;IR1;Nein;East End;RL;Norm;1Fam;5;2126;2127;3;117;GasA;Ex;Y;119;99;218;3;1;4;7;Anbau;3;NA;7;2139;265000
799;IR1;Nein;New Gotham;RL;Norm;2Fam;7;2108;2108;4;87;GasA;Gut;Y;87;0;87;2;1;4;4;Anbau;2;NA;11;2139;145000
951;Reg;Nein;North East;RL;Norm;1Fam;5;2135;2135;3;96;GasA;Gut;Y;96;98;195;3;1;5;8;Anbau;3;NA;3;2136;275500
897;IR1;Nein;East End;RL;Norm;1Fam;5;2128;2128;3;97;GasA;Ex;Y;100;83;184;3;1;4;7;Anbau;3;NA;2;2136;286000
1342;Reg;Nein;North West;RL;Norm;1Fam;5;2109;2109;3;166;GasA;Ty;Y;166;0;166;3;1;4;6;Anbau;2;NA;3;2138;220000
903;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2082;2132;3;106;GasA;Gut;Y;179;49;229;3;1;3;7;Freistehend;2;NA;3;2140;197600
1029;IR1;Nein;New Gotham;RL;Norm;2Fam;5;2095;2095;3;161;GasA;Ty;Y;161;0;161;6;2;3;10;Freistehend;2;NA;11;2138;145000
1416;IR1;Nein;ChinaTown;RL;Norm;1Fam;8;2107;2134;4;95;GasA;Ex;Y;95;0;95;3;1;3;5;Anbau;1;NA;6;2140;150000
1285;IR1;Nein;Miller;RL;Norm;1Fam;5;2127;2128;3;86;GasA;Gut;Y;86;65;151;3;1;3;6;Anbau;2;NA;3;2140;189900
1129;IR1;Nein;North East;RL;Norm;1Fam;5;2135;2135;3;131;GasA;Ex;Y;131;85;217;3;1;5;9;Eingebaut;3;NA;8;2138;379000
1922;IR1;Ja;City Hall;RL;Norm;1Fam;5;2101;2101;3;158;GasA;Ex;Y;158;0;158;3;1;3;7;Anbau;2;NA;2;2137;198000
613;Reg;Nein;Burnley;RL;Norm;1Fam;9;2112;2138;4;76;GasA;Ex;Y;76;0;76;3;1;4;5;Anbau;1;NA;10;2138;130500
1022;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2096;2096;3;107;GasA;Ex;Y;107;0;107;3;1;3;6;Anbau;2;NA;11;2139;154000
1085;IR1;Nein;East End;RL;Norm;1Fam;5;2128;2128;3;184;GasA;Ex;Y;186;0;186;2;1;4;5;Anbau;3;NA;7;2138;350000
214;Reg;Nein;Robinson Park;RL;Norm;REH;6;2106;2106;3;75;GasA;Ty;Y;75;69;144;3;1;4;7;Freistehend;2;NA;7;2137;155000
1288;IR2;Nein;Miller;RL;Norm;1Fam;6;2127;2127;3;74;GasA;Gut;Y;74;63;137;3;1;3;6;Anbau;2;NA;7;2137;177000
718;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2135;2135;3;106;GasA;Ex;Y;106;0;106;3;1;4;5;NA;0;NA;1;2136;139500
1198;IR1;Nein;Tricorner;RL;Norm;1Fam;5;2119;2119;3;139;GasA;Ex;Y;139;0;139;3;1;3;8;Anbau;2;NA;7;2138;150000
892;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2091;2091;3;113;GasA;Ty;Y;117;0;117;3;1;3;6;Anbau;2;NA;5;2137;158500
148;Reg;Nein;Paris Island;RM;Norm;RMH;5;2103;2103;3;43;GasA;Ty;Y;49;43;92;2;1;3;5;Eingebaut;1;NA;11;2139;91000
465;Reg;Nein;Dixon Side;RM;Str;1Fam;7;2055;2080;3;71;GasA;Ty;N;71;0;71;2;1;4;4;Freistehend;1;NA;4;2140;87000
1635;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2090;2090;3;137;GasA;Ex;Y;137;0;137;3;1;3;6;Anbau;2;NA;12;2139;157500
674;IR1;Nein;Somerset;RL;Norm;1Fam;5;2112;2112;3;80;GasA;Ty;Y;80;0;80;2;1;3;5;Freistehend;2;NA;4;2139;134900
1254;Reg;Nein;Clear Creek;RL;Norm;1Fam;7;2090;2105;3;149;GasA;Gut;Y;116;0;116;1;1;3;4;Anbau;2;NA;3;2138;235000
1001;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2106;2106;3;85;GasA;Gut;Y;89;0;89;3;1;3;6;Freistehend;2;NA;7;2136;132500
1158;IR2;Ja;ChinaTown;RL;Norm;1Fam;5;2126;2126;4;97;GasA;Gut;Y;97;0;97;3;1;4;6;Freistehend;2;NA;11;2139;152000
892;Reg;Nein;Somerset;RL;Norm;1Fam;7;2080;2125;3;99;GasA;Ty;Y;99;0;99;2;1;4;4;Anbau;2;NA;2;2140;128000
914;Reg;Nein;University;RL;Str;1Fam;2;2061;2080;3;83;GasA;Ex;Y;83;72;155;3;1;3;7;NA;0;NA;5;2140;100000
1114;IR1;Nein;New Gotham;RL;Str;1Fam;6;2087;2087;3;116;GasA;Ex;Y;116;0;116;3;1;3;6;Anbau;1;NA;5;2137;150000
1350;Reg;Nein;Tricorner;RL;Norm;1Fam;5;2132;2133;3;150;GasA;Ex;Y;151;0;151;3;1;4;9;Anbau;3;NA;11;2137;270000
914;IR1;Nein;Tricorner;RL;Norm;1Fam;8;2110;2136;4;66;GasA;Ex;Y;128;80;208;3;1;4;7;Eingebaut;2;NA;2;2139;204000
1063;IR1;Nein;Tricorner;RL;Norm;1Fam;5;2135;2136;3;182;GasA;Ex;Y;182;0;182;3;1;4;7;Anbau;3;NA;6;2138;370000
788;IR1;Nein;Somerset West;RL;Norm;1Fam;5;2123;2124;3;82;GasA;Ex;Y;82;74;156;3;1;4;7;Anbau;2;NA;10;2138;163000
956;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2095;2095;3;100;GasA;Ty;Y;100;0;100;3;1;3;6;Anbau;2;NA;6;2137;156000
672;Reg;Nein;City Hall;RL;Norm;1Fam;7;2057;2122;3;79;GasA;Gut;Y;81;79;160;4;1;4;8;Freistehend;2;NA;10;2137;238000
1143;IR3;Nein;North East;RL;Norm;REH;5;2135;2135;3;127;GasA;Ex;Y;127;0;127;2;1;4;6;Anbau;2;NA;6;2138;192000
830;Reg;Nein;Somerset;RM;Bahn;2Fam;5;2108;2108;3;0;GasA;Ty;Y;122;54;177;4;2;3;8;Anbau;2;NA;4;2140;112000
991;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2133;2133;3;135;GasA;Ex;Y;137;0;137;3;1;4;7;Anbau;2;NA;6;2137;226000
651;Reg;Nein;Dixon Side;RL;Norm;1Fam;5;2065;2080;3;95;GasA;Ty;Y;106;55;161;3;1;3;6;Freistehend;1;NA;7;2138;153000
495;Reg;Ja;Dixon Side;RL;Norm;1Fam;7;2070;2080;3;39;GasA;Gut;Y;66;0;66;2;1;2;5;NA;0;NA;12;2139;82500
1187;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2083;2083;3;91;GasW;Ty;N;88;0;88;2;1;3;5;Freistehend;2;NA;7;2138;130000
975;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2101;2135;3;35;GasA;Ty;Y;54;50;103;3;1;3;5;Eingebaut;1;NA;12;2137;139000
1449;Reg;Nein;City Hall;RL;Norm;2Fam;6;2080;2121;4;96;GasA;Ex;Y;102;100;202;5;2;3;11;Freistehend;2;NA;3;2140;215000
845;Reg;Nein;Somerset;RL;Bahn;1Fam;5;2093;2093;3;91;GasA;Ty;Y;91;0;91;3;1;3;5;Anbau;1;NA;8;2138;128000
183;Reg;Nein;Paris Island;RM;Norm;REH;5;2103;2103;3;51;GasA;Ty;Y;51;51;101;3;1;3;6;Anbau;1;NA;5;2140;83500
1127;IR1;Ja;Miller;RL;Norm;1Fam;7;2118;2135;3;52;GasA;Gut;Y;100;62;163;4;1;3;8;TG;2;NA;6;2140;164000
1793;Reg;Nein;New Gotham;RL;Str;1Fam;5;2092;2092;3;127;GasA;Ty;Y;128;0;128;3;1;3;6;Anbau;2;NA;5;2139;176000
978;Reg;Nein;North West;RL;Norm;1Fam;6;2123;2123;3;107;GasA;Ex;Y;101;91;193;3;1;4;8;Anbau;2;NA;8;2137;255000
906;Reg;Ja;ChinaTown;RL;Norm;1Fam;7;2124;2124;4;92;GasA;Ex;Y;92;0;92;3;1;3;5;Anbau;1;NA;10;2139;143000
1620;IR2;Nein;East End;RL;Norm;1Fam;5;2128;2128;3;151;GasA;Ex;Y;153;77;230;4;1;4;7;Anbau;3;NA;1;2140;355000
412;Reg;Nein;ChinaTown;RM;Norm;REH;5;2133;2134;3;79;GasA;Ex;Y;79;0;79;1;1;4;4;Anbau;2;NA;6;2139;144000
971;IR1;Nein;New Gotham;RL;Norm;1Fam;6;2087;2087;3;103;GasA;Gut;Y;103;0;103;3;1;3;5;Freistehend;1;NA;4;2139;135000
650;Reg;Nein;Water District;RM;Norm;1Fam;7;2070;2080;3;67;GasA;Gut;Y;67;46;113;3;1;4;6;Freistehend;2;NA;5;2137;141000
156;Reg;Nein;Novick District;RM;Norm;RMH;7;2102;2102;3;62;GasA;Gut;Y;62;51;113;3;1;3;7;Freistehend;1;NA;5;2136;118000
1085;IR1;Nein;Grand Park;RL;Norm;1Fam;5;2092;2092;3;165;GasA;Ex;Y;145;0;145;3;1;3;6;Anbau;2;NA;5;2136;182000
1139;IR1;Nein;East End;RL;Norm;1Fam;5;2125;2125;3;122;GasA;Ex;Y;123;112;235;4;1;4;9;Anbau;3;NA;11;2137;290000
1087;IR1;Ja;City Hall;RL;Norm;1Fam;6;2067;2125;3;88;GasA;Ex;Y;118;63;180;4;1;4;7;Freistehend;1;NA;7;2138;198000
465;Reg;Nein;Dixon Side;RL;Norm;1Fam;3;2076;2080;2;62;GasA;Ud;N;62;0;62;2;1;4;4;NA;0;NA;4;2137;64500
479;Reg;Nein;Water District;RM;Norm;1Fam;6;2057;2080;2;112;GasA;Ty;Y;112;43;155;3;1;3;4;Freistehend;1;NA;8;2139;135000
557;Reg;Nein;Old Gotham;RM;Norm;1Fam;9;2035;2135;3;53;GasA;Ex;Y;82;61;143;3;1;4;7;NA;0;NA;2;2138;129400
1043;Reg;Nein;Somerset;RL;Norm;1Fam;5;2098;2098;4;67;GasA;Ex;Y;67;67;134;4;1;3;7;Anbau;2;NA;3;2140;163000
557;Reg;Nein;Dixon Side;RM;Norm;1Fam;6;2069;2080;2;72;GasA;Ex;Y;77;55;131;4;1;3;6;Freistehend;1;NA;5;2139;132500
906;Reg;Nein;ChinaTown;RL;Norm;1Fam;6;2128;2128;3;103;GasA;Ex;Y;103;92;195;3;1;4;8;Freistehend;2;NA;6;2136;274300
214;Reg;Nein;Robinson Park;RL;Norm;REH;5;2106;2106;3;75;GasA;Ty;Y;75;69;144;3;1;3;7;Freistehend;2;NA;9;2139;146000
669;Reg;Nein;Old Gotham;RM;Norm;2Fam;5;2110;2110;3;87;GasA;Ty;Y;87;0;87;2;1;3;4;Freistehend;2;NA;8;2137;140000
669;Reg;Nein;University;RH;Norm;2Fam;6;2097;2097;3;0;GasA;Ty;Y;80;166;246;6;2;3;10;NA;0;NA;2;2140;160000
557;Reg;Nein;Old Gotham;RM;Norm;1Fam;6;2057;2080;3;79;GasA;Ty;Y;80;40;120;3;1;3;6;Freistehend;2;NA;7;2137;127500
853;IR1;Nein;Somerset West;RL;Norm;1Fam;7;2113;2113;3;78;GasA;Gut;Y;82;0;82;2;1;4;5;Anbau;2;NA;12;2137;144000
905;Reg;Nein;New Gotham;RL;Str;1Fam;6;2087;2099;3;124;GasA;Gut;Y;160;0;160;4;1;3;8;Anbau;2;NA;4;2137;174850
697;Reg;Nein;Miller;RL;Norm;1Fam;5;2129;2133;3;87;GasA;Ex;Y;89;125;214;5;1;3;7;Anbau;2;NA;8;2137;204000
664;Reg;Nein;Somerset;RL;Str;1Fam;6;2092;2092;3;85;GasA;Gut;Y;85;0;85;3;1;3;6;Anbau;1;NA;10;2139;123000
864;Reg;Nein;New Gotham;RL;Str;1Fam;5;2090;2090;3;118;GasA;Ty;Y;117;0;117;3;1;3;6;Anbau;2;NA;4;2140;167500
1064;IR1;Ja;Tricorner;RL;Norm;1Fam;5;2137;2137;3;175;GasA;Ex;Y;161;0;161;3;1;4;7;Anbau;2;NA;1;2138;298751
669;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2080;2080;3;0;GasA;Gut;Y;97;0;97;3;1;3;7;Freistehend;2;NA;7;2138;98300
1111;IR1;Nein;Somerst;RL;Bahn;1Fam;5;2136;2136;3;146;GasA;Ex;Y;146;0;146;3;1;4;7;Anbau;3;NA;7;2138;232000
1157;Reg;Nein;North East;RL;Norm;1Fam;5;2136;2137;3;158;GasA;Ex;Y;160;0;160;3;1;5;7;Anbau;3;NA;7;2139;337500
1093;IR1;Nein;New Gotham;RL;Norm;1Fam;5;2087;2087;3;150;GasA;Ud;Y;167;0;167;3;1;3;7;Anbau;3;NA;6;2136;169000
908;IR3;Nein;Somerset West;RL;Norm;1Fam;5;2125;2132;3;100;GasA;Ex;Y;102;160;261;4;1;4;9;Eingebaut;2;NA;6;2138;260000
812;IR1;Nein;Miller;RL;Norm;1Fam;5;2129;2129;3;91;GasA;Ex;Y;93;119;213;4;1;4;8;Eingebaut;2;NA;2;2136;230000
937;Reg;Nein;Somerst;RL;Norm;1Fam;5;2134;2135;3;157;GasA;Ex;Y;157;0;157;3;1;4;7;Anbau;2;NA;8;2137;307000
1364;IR1;Nein;Somerset West;RL;Norm;1Fam;7;2120;2121;3;200;GasA;Gut;Y;204;0;204;3;1;4;7;Anbau;3;NA;6;2139;271900
664;Reg;Nein;New Gotham;RL;Norm;1Fam;4;2085;2085;3;111;GasA;Gut;Y;97;46;143;4;1;2;7;Freistehend;1;NA;8;2137;115000
1019;IR1;Ja;ChinaTown;RL;Norm;1Fam;6;2108;2108;3;87;GasA;Ty;Y;95;0;95;3;1;3;5;Freistehend;2;NA;10;2138;147000
732;Reg;Nein;Miller;RL;Norm;1Fam;5;2125;2126;3;115;GasA;Gut;Y;116;0;116;3;1;3;6;Anbau;2;NA;6;2137;176000
881;Reg;Nein;New Gotham;RL;Norm;2Fam;4;2088;2088;3;173;GasA;Ex;Y;173;0;173;4;2;3;8;Freistehend;2;NA;12;2139;135000
156;Reg;Nein;Novick District;RM;Norm;REH;3;2101;2101;3;45;GasA;Ty;Y;45;47;92;2;1;3;5;Freistehend;1;NA;8;2138;89500
697;Reg;Nein;Old Gotham;RL;Norm;1Fam;8;2055;2080;4;69;GasA;Ty;Y;69;38;108;3;1;3;5;Freistehend;1;NA;5;2138;114000
702;Reg;Nein;New Gotham;RL;Norm;1Fam;5;2101;2101;3;80;GasA;Ty;Y;80;0;80;3;1;3;5;Freistehend;2;NA;5;2138;123000
882;Reg;Nein;New Gotham;RL;Str;1Fam;7;2071;2080;3;75;GasA;Ty;Y;89;58;147;3;1;2;5;Anbau;1;NA;8;2136;133000
759;IR1;Nein;City Hall;RL;Norm;1Fam;7;2059;2080;4;95;GasA;Ex;Y;104;51;155;4;1;3;7;Freistehend;2;NA;2;2136;218000
465;Reg;Nein;Dixon Side;RM;Str;1Fam;7;2077;2080;4;93;GasA;Ex;Y;93;61;155;3;1;3;7;Freistehend;2;NA;10;2136;159000
1201;IR1;Nein;New Gotham;RL;Norm;1Fam;7;2100;2100;3;112;GasA;Ex;Y;197;0;197;4;1;3;7;Anbau;2;NA;5;2138;237500
451;Reg;Ja;University;RL;Str;1Fam;6;2054;2129;3;103;GasA;Ud;N;120;0;120;2;1;2;5;Freistehend;1;NA;5;2140;104000
842;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2129;2130;3;93;GasA;Ex;Y;93;79;172;3;1;4;7;Anbau;3;NA;12;2138;230000
644;Reg;Nein;Grand Park;RL;Norm;1Fam;5;2133;2134;3;69;GasA;Ex;Y;71;83;154;3;1;4;7;Eingebaut;2;NA;7;2138;165400
907;Reg;Nein;New Gotham;RL;Norm;1Fam;7;2093;2114;3;130;GasA;Ty;Y;130;0;130;2;1;3;7;Anbau;2;NA;5;2140;192000
520;Reg;Nein;Water District;RM;Norm;2FamAn;5;2060;2080;2;0;GasA;Ud;N;35;67;101;3;2;2;7;NA;0;NA;7;2140;55000
1220;IR1;Ja;Miller;RL;Norm;1Fam;5;2135;2135;3;100;GasA;Ex;Y;100;92;192;4;1;4;7;Anbau;2;NA;1;2136;250000
557;Reg;Nein;Dixon Side;RM;Norm;1Fam;7;2059;2080;3;80;GasA;Ty;Y;88;19;108;3;1;3;5;Eingebaut;1;NA;7;2138;120000
845;Reg;Nein;New Gotham;RL;Str;1Fam;5;2088;2088;3;80;GasA;Ty;Y;80;0;80;3;1;3;5;Freistehend;2;NA;7;2136;129900
1106;Reg;Nein;Miller;RL;Norm;1Fam;6;2107;2107;3;104;GasA;Ex;Y;88;92;180;3;1;3;6;Anbau;2;NA;7;2139;185000
702;Reg;Ja;City Hall;RL;Norm;1Fam;6;2058;2080;3;83;GasA;Gut;Y;109;69;178;3;1;3;9;Freistehend;2;NA;3;2139;177000
697;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2134;2135;3;100;GasA;Ex;Y;100;0;100;3;1;4;6;NA;0;NA;4;2138;141000
1151;IR1;Nein;North West;RL;Norm;1Fam;7;2110;2121;3;97;GasA;Ty;Y;143;105;248;4;1;4;9;Eingebaut;2;NA;8;2139;249000
695;Reg;Nein;Somerset;RL;Norm;1Fam;7;2098;2098;3;97;GasA;Ty;Y;97;0;97;3;1;3;5;Freistehend;2;NA;6;2137;145000
669;Reg;Ja;City Hall;RL;Norm;1Fam;6;2061;2130;2;72;GasA;Ty;Y;79;60;140;3;1;3;6;Anbau;1;NA;2;2138;149000
842;Reg;Nein;Grand Park;RL;Str;1Fam;6;2087;2136;3;0;GasA;Ex;Y;124;0;124;3;1;3;7;Anbau;1;NA;6;2137;120000
846;Reg;Nein;Somerset West;RL;Bahn;1Fam;5;2124;2124;3;70;GasA;Ex;Y;70;73;143;3;1;4;6;Anbau;2;NA;10;2139;184000
1301;Reg;Nein;Clear Creek;RL;Norm;1Fam;5;2126;2127;3;121;GasA;Ex;Y;121;89;210;3;1;4;7;Anbau;2;NA;4;2140;328000
853;Reg;Ja;Burnley;RL;Norm;1Fam;5;2113;2113;4;101;GasA;Ty;Y;100;0;100;3;1;3;5;Anbau;2;NA;6;2137;134000
1417;IR1;Nein;Somerst;RL;Bahn;1Fam;5;2137;2137;3;138;GasA;Ex;Y;136;0;136;3;1;4;6;Anbau;3;NA;8;2137;282922
791;Reg;Nein;New Gotham;RL;Norm;2Fam;5;2090;2090;3;145;GasA;Ty;Y;145;0;145;4;2;3;8;NA;0;NA;9;2136;119000
1148;IR1;Nein;Somerset West;RL;Norm;1Fam;7;2123;2123;4;88;GasA;Ex;Y;90;78;167;3;1;4;8;2Typen;4;NA;5;2140;218000
762;Reg;Nein;North East;RM;Norm;REH;5;2134;2134;3;126;GasA;Ex;Y;126;0;126;2;1;4;6;Anbau;2;NA;7;2138;207000
1511;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2108;2108;3;84;GasA;Ty;Y;84;0;84;3;1;3;5;Anbau;1;NA;7;2139;140000
780;Reg;Ja;University;RL;Norm;1Fam;5;2070;2130;3;87;GasA;Ex;Y;111;37;148;2;1;3;6;Anbau;1;NA;6;2136;140000
929;Reg;Nein;North West;RL;Norm;1Fam;6;2104;2104;3;102;GasA;Ty;Y;102;0;102;3;1;3;6;Anbau;2;NA;6;2136;155000
729;Reg;Nein;Somerset;RL;Norm;1Fam;7;2108;2108;3;62;GasA;Ty;Y;62;68;130;3;1;3;6;Anbau;2;NA;3;2136;149500
977;Reg;Nein;Grand Park;RL;Norm;1Fam;8;2085;2129;3;98;GasA;Gut;Y;98;0;98;3;1;4;6;Anbau;1;NA;3;2136;137000
584;Reg;Nein;Grand Park;RL;Norm;1Fam;6;2106;2106;2;89;GasA;Ty;Y;97;0;97;3;1;3;7;Freistehend;2;NA;4;2137;133500
1328;Reg;Nein;Somerset;RL;Str;1Fam;3;2094;2094;3;93;GasA;Ty;Y;93;0;93;3;1;3;5;Freistehend;2;NA;7;2137;115400
1157;Reg;Nein;Somerset West;RL;Bahn;1Fam;5;2133;2134;3;103;GasA;Ex;Y;103;0;103;3;1;4;6;Freistehend;2;NA;6;2139;153000
959;Reg;Nein;Water District;RM;Norm;1Fam;5;2045;2080;3;106;GasA;Gut;Y;106;97;203;3;1;3;7;Freistehend;2;NA;5;2137;161000
1007;IR1;Nein;Miller;RL;Norm;1Fam;5;2127;2128;3;86;GasA;Ex;Y;86;63;149;3;1;3;7;Anbau;2;NA;7;2138;181000
1100;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2131;2131;3;163;GasA;Ex;Y;166;0;166;3;1;5;7;Anbau;2;NA;6;2139;236500
715;Reg;Nein;Burnley;RL;Norm;2Fam;2;2115;2116;1;113;GasA;Gut;Y;113;113;226;4;2;3;10;Anbau;2;NA;2;2140;159000
343;Reg;Nein;The Bowery;RL;Norm;REH;5;2116;2116;3;100;GasA;Ex;Y;101;0;101;2;1;4;5;Anbau;2;NA;10;2137;170000
879;IR2;Nein;DiamondDistrict;RL;Norm;REH;5;2124;2125;3;139;GasA;Ex;Y;139;0;139;1;1;4;5;Anbau;2;NA;5;2137;279700
1028;IR2;Nein;DiamondDistrict;RL;Norm;REH;5;2125;2125;3;114;GasA;Ex;Y;115;0;115;1;1;4;4;Anbau;2;NA;8;2138;217500
1073;IR1;Nein;Somerset;RL;Norm;1Fam;5;2098;2098;3;98;GasA;Ty;Y;108;0;108;3;1;3;7;Anbau;1;NA;7;2136;158000
860;Reg;Nein;Somerset West;RL;Norm;1Fam;5;2137;2137;3;108;GasA;Ex;Y;108;0;108;3;1;4;6;Anbau;2;NA;3;2138;170000
161;Reg;Nein;Fashion District;RM;Norm;RMH;6;2110;2110;3;48;GasA;Ty;Y;48;48;96;2;1;3;5;Freistehend;2;NA;5;2139;115000
848;Reg;Nein;Burnley;RL;Norm;1Fam;5;2107;2107;3;86;GasA;Ty;Y;94;0;94;1;1;4;4;Anbau;2;NA;7;2137;153500
1044;Reg;Nein;Somerset;RL;Norm;1Fam;5;2094;2110;3;132;GasA;Gut;Y;135;0;135;2;1;3;6;Freistehend;2;NA;11;2137;158450
785;Reg;Nein;Somerset;RL;Bahn;1Fam;8;2095;2139;4;83;GasA;Ex;Y;83;0;83;3;1;3;5;Freistehend;1;NA;4;2140;138500
412;Reg;Nein;ChinaTown;RM;Norm;REH;5;2134;2134;3;79;GasA;Ex;Y;79;0;79;1;1;4;3;Anbau;2;NA;5;2136;155900
872;IR1;Nein;ChinaTown;RL;Norm;1Fam;5;2129;2130;3;136;GasA;Ex;Y;137;0;137;3;1;4;6;Anbau;2;NA;7;2138;191000
1134;IR1;Ja;Clear Creek;RL;Norm;1Fam;8;2096;2137;3;77;GasA;Gut;Y;91;103;194;5;1;4;9;Anbau;2;NA;7;2137;187500
892;Reg;Nein;Old Gotham;RM;Norm;2FamAn;5;2050;2090;3;90;GasA;Ty;Y;128;90;218;4;2;3;10;2Typen;2;NA;4;2138;130000
914;Reg;Nein;New Gotham;RL;Norm;2Fam;5;2092;2092;3;0;GasA;Ty;Y;114;0;114;2;2;3;6;CarPort;2;NA;3;2137;101800
1087;Reg;Nein;North West;RL;Bahn;1Fam;6;2098;2098;3;68;GasA;Ex;Y;77;68;145;4;1;3;8;Anbau;2;NA;5;2139;154000
1179;IR1;Nein;East End;RL;Norm;1Fam;5;2122;2123;3;297;GasA;Ex;Y;300;0;300;4;1;4;10;Anbau;2;NA;5;2137;430000
1003;Reg;Nein;Old Gotham;RL;Norm;1Fam;6;2050;2080;3;104;GasA;Ex;Y;105;0;105;2;1;3;5;Freistehend;2;NA;6;2136;120000
404;Reg;Nein;Old Gotham;RM;Norm;1Fam;8;2040;2080;3;74;GasA;Ex;Y;77;73;149;3;1;3;7;Freistehend;1;NA;6;2138;127500
758;Reg;Nein;ChinaTown;RL;Norm;1Fam;5;2132;2132;3;80;GasA;Ex;Y;80;81;161;3;1;4;7;Anbau;2;NA;8;2137;200000
945;Reg;Nein;New Gotham;RL;Norm;1Fam;6;2081;2081;3;20;GasA;Ty;Y;146;0;146;2;1;4;5;Anbau;2;NA;6;2136;155000
881;IR1;Nein;Miller;RL;Norm;1Fam;5;2130;2130;3;85;GasA;Ex;Y;87;70;157;3;1;3;7;Anbau;2;NA;6;2137;187000
718;Reg;Nein;New Gotham;RL;Norm;2Fam;6;2092;2092;3;103;GasA;Ty;Y;111;0;111;3;1;3;6;Anbau;2;NA;5;2136;132500
855;IR1;Nein;East End;RL;Norm;1Fam;5;2120;2121;3;86;GasA;Ex;Y;127;123;249;4;1;4;9;Anbau;2;NA;6;2138;290000
892;Reg;Nein;DiamondDistrict;RL;Str;1Fam;8;2106;2106;3;117;GasA;Ex;Y;117;0;117;3;1;3;6;Anbau;2;NA;5;2137;181500
641;IR1;Nein;Somerset;RL;Norm;1Fam;8;2092;2140;4;97;GasA;Ex;Y;97;0;97;3;1;3;6;Freistehend;1;NA;4;2140;127000
537;Reg;Nein;Old Gotham;RM;Str;1Fam;8;2068;2126;3;18;GasA;Gut;Y;82;0;82;2;1;3;4;Anbau;1;NA;12;2139;91300
899;Reg;Nein;Somerst;RL;Norm;1Fam;5;2135;2135;3;103;GasA;Ex;Y;103;80;183;3;1;4;8;Anbau;2;NA;2;2139;253000
829;IR1;Ja;Tricorner;RL;Norm;1Fam;5;2137;2137;3;136;GasA;Ex;Y;136;0;136;3;1;4;7;Anbau;3;NA;7;2139;201000
966;Reg;Nein;North West;RL;Pos;1Fam;7;2097;2127;3;87;GasA;Gut;Y;118;127;245;5;1;4;8;Anbau;2;NA;5;2139;256900
812;IR1;Ja;Dixon Side;RL;Norm;1Fam;7;2053;2080;3;99;GasA;Ex;Y;85;67;152;3;1;3;6;Freistehend;2;NA;5;2137;210000
